   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
237             ,  184 31 53 ,   91 09 32,     54.370,      0.000,      0.000,       -4.295,      -54.189,     -1.099
239             ,    3 48 11 ,   90 50 07,     32.914,      0.000,      0.000,       -2.112,      -21.351,     -1.579
240             ,    3 41 22 ,   89 34 45,     33.944,      0.000,      0.000,       -2.111,      -20.316,     -0.850
241             ,    0 30 57 ,   90 14 19,     34.724,      0.000,      0.000,       -3.982,      -19.468,     -1.244
242             ,  355 59 31 ,   90 58 12,     33.496,      0.000,      0.000,       -6.636,      -20.780,     -1.667
243             ,  348 15 45 ,   92 08 22,     33.986,      0.000,      0.000,      -11.204,      -20.937,     -2.368
244             ,  340 30 10 ,   92 59 10,     35.262,      0.000,      0.000,      -16.048,      -20.994,     -2.936
245             ,  340 14 46 ,   93 14 43,     34.810,      0.000,      0.000,      -16.041,      -21.480,     -3.070
246             ,  344 40 02 ,   92 51 29,     34.113,      0.000,      0.000,      -13.304,      -21.332,     -2.800
247             ,  350 51 45 ,   92 12 59,     33.337,      0.000,      0.000,       -9.585,      -21.300,     -2.389
248             ,  357 45 02 ,   91 29 37,     32.884,      0.000,      0.000,       -5.585,      -21.342,     -1.957
249             ,    3 48 07 ,   90 46 50,     32.937,      0.000,      0.000,       -2.111,      -21.328,     -1.548
250             ,    4 48 43 ,   91 01 27,     26.028,      0.000,      0.000,       -2.112,      -28.257,     -1.565
251             ,    6 35 04 ,   91 43 07,     18.314,      0.000,      0.000,       -2.196,      -36.004,     -1.649
252             ,    0 22 39 ,   92 19 35,     18.370,      0.000,      0.000,       -4.174,      -35.835,     -1.845
253             ,    0 22 48 ,   91 42 10,     24.175,      0.000,      0.000,       -4.135,      -30.026,     -1.818
254             ,    0 23 06 ,   91 25 02,     28.652,      0.000,      0.000,       -4.102,      -25.547,     -1.808
255             ,    0 22 50 ,   91 14 43,     32.813,      0.000,      0.000,       -4.077,      -21.385,     -1.813
256             ,  353 13 25 ,   92 03 36,     32.052,      0.000,      0.000,       -8.074,      -22.382,     -2.252
257             ,  352 23 48 ,   92 28 42,     25.531,      0.000,      0.000,       -7.670,      -28.907,     -2.203
258             ,  351 01 12 ,   93 09 32,     20.096,      0.000,      0.000,       -7.427,      -34.370,     -2.207
259             ,  341 55 13 ,   94 03 14,     20.832,      0.000,      0.000,      -10.744,      -34.435,     -2.572
260             ,  343 59 08 ,   93 23 06,     25.653,      0.000,      0.000,      -11.359,      -29.575,     -2.614
261             ,  346 43 06 ,   92 42 33,     32.721,      0.000,      0.000,      -11.804,      -22.379,     -2.646
262             ,  340 46 35 ,   93 20 06,     33.716,      0.000,      0.000,      -15.377,      -22.407,     -3.061
263             ,  331 50 18 ,   94 42 53,     24.116,      0.000,      0.000,      -15.638,      -33.001,     -3.082
