   Point ID     ,  Hz.(º ' "),  V.(º ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
90              ,  330 33 49 ,   88 01 19,     25.940,      0.000,      0.000,      -12.741,       22.578,      0.895
91              ,  330 33 47 ,   91 23 53,     23.223,      0.000,      0.000,      -11.410,       20.219,     -0.567
92              ,  330 33 46 ,   94 49 23,     21.072,      0.000,      0.000,      -10.319,       18.286,     -1.772
93              ,  333 27 48 ,   82 50 03,     32.817,      0.000,      0.000,      -14.547,       29.130,      4.094
94              ,  335 59 00 ,   84 15 21,     32.207,      0.000,      0.000,      -13.043,       29.271,      3.224
95              ,  339 57 51 ,   86 18 41,     31.741,      0.000,      0.000,      -10.852,       29.758,      2.042
96              ,  343 57 38 ,   88 24 30,     31.517,      0.000,      0.000,       -8.705,       30.279,      0.875
97              ,  347 27 19 ,   90 19 37,     31.321,      0.000,      0.000,       -6.803,       30.573,     -0.179
98              ,  344 02 55 ,   90 17 38,     26.807,      0.000,      0.000,       -7.367,       25.774,     -0.138
99              ,  340 49 06 ,   88 00 14,     28.447,      0.000,      0.000,       -9.341,       26.851,      0.991
100             ,  337 17 03 ,   85 45 01,     29.992,      0.000,      0.000,      -11.550,       27.589,      2.223
101             ,  333 43 46 ,   83 38 11,     31.302,      0.000,      0.000,      -13.769,       27.896,      3.469
102             ,  336 26 10 ,   88 03 11,     26.505,      0.000,      0.000,      -10.590,       24.281,      0.900
103             ,  336 26 11 ,   89 43 27,     24.953,      0.000,      0.000,       -9.975,       22.872,      0.120
104             ,  332 24 57 ,   84 00 04,     30.313,      0.000,      0.000,      -13.959,       26.720,      3.168
105             ,  328 10 21 ,   83 59 50,     30.532,      0.000,      0.000,      -16.013,       25.799,      3.193
106             ,  326 11 08 ,   86 41 03,     27.612,      0.000,      0.000,      -15.340,       22.903,      1.597
107             ,  324 16 02 ,   90 16 33,     24.489,      0.000,      0.000,      -14.301,       19.879,     -0.118
108             ,  321 39 45 ,   94 59 39,     21.510,      0.000,      0.000,      -13.292,       16.808,     -1.873
109             ,  314 47 07 ,   95 11 42,     22.862,      0.000,      0.000,      -16.159,       16.039,     -2.070
110             ,  318 12 30 ,   91 07 00,     25.393,      0.000,      0.000,      -16.919,       18.929,     -0.495
111             ,  323 20 34 ,   85 26 06,     27.802,      0.000,      0.000,      -16.546,       22.233,      2.213
112             ,  326 17 56 ,   84 05 03,     31.140,      0.000,      0.000,      -17.187,       25.769,      3.210
113             ,  328 54 03 ,   82 12 54,     32.968,      0.000,      0.000,      -16.872,       27.970,      4.466
114             ,  325 43 49 ,   83 50 11,     32.422,      0.000,      0.000,      -18.151,       26.638,      3.481
115             ,  319 43 44 ,   87 04 42,     31.536,      0.000,      0.000,      -20.359,       24.031,      1.607
116             ,  313 49 32 ,   90 12 35,     31.017,      0.000,      0.000,      -22.377,       21.478,     -0.113
